sim_index,c1_actual,c2_actual,i1_expected,i2_expected,c1_to_i1,c1_to_i2,c2_to_i1,c2_to_i2,i1_counted,i2_counted,c1_computed,c2_computed,c1_percent_error,c2_percent_error,max_percent_error
0,60000,40000,54000,46000,42123,17877,12014,27986,54137,45863,60343,39657,0.5716666666666667,0.8575,0.8575
1,60000,40000,54000,46000,42016,17984,12038,27962,54054,45946,60135,39865,0.225,0.3375,0.3375
2,60000,40000,54000,46000,41969,18031,11980,28020,53949,46051,59873,40127,0.21166666666666667,0.3175,0.3175
3,60000,40000,54000,46000,41952,18048,11964,28036,53916,46084,59790,40210,0.35,0.525,0.525
4,60000,40000,54000,46000,41940,18060,11973,28027,53913,46087,59783,40217,0.3616666666666667,0.5425,0.5425
5,60000,40000,54000,46000,42074,17926,11991,28009,54065,45935,60163,39837,0.27166666666666667,0.4075,0.4075
6,60000,40000,54000,46000,41983,18017,12038,27962,54021,45979,60053,39947,0.08833333333333333,0.1325,0.1325
7,60000,40000,54000,46000,42004,17996,11946,28054,53950,46050,59875,40125,0.20833333333333334,0.3125,0.3125
8,60000,40000,54000,46000,42248,17752,12016,27984,54264,45736,60660,39340,1.1,1.65,1.65
9,60000,40000,54000,46000,41825,18175,12029,27971,53854,46146,59635,40365,0.6083333333333333,0.9125,0.9125
10,60000,40000,54000,46000,42204,17796,12019,27981,54223,45777,60558,39442,0.93,1.395,1.395
11,60000,40000,54000,46000,41918,18082,11966,28034,53884,46116,59710,40290,0.48333333333333334,0.725,0.725
12,60000,40000,54000,46000,42102,17898,12125,27875,54227,45773,60568,39432,0.9466666666666667,1.42,1.42
13,60000,40000,54000,46000,42065,17935,11958,28042,54023,45977,60058,39942,0.09666666666666666,0.145,0.145
14,60000,40000,54000,46000,41910,18090,11821,28179,53731,46269,59328,40672,1.12,1.68,1.68
15,60000,40000,54000,46000,41949,18051,11787,28213,53736,46264,59340,40660,1.1,1.65,1.65
16,60000,40000,54000,46000,41842,18158,12157,27843,53999,46001,59998,40002,0.0033333333333333335,0.005,0.005
17,60000,40000,54000,46000,42106,17894,11970,28030,54076,45924,60190,39810,0.31666666666666665,0.475,0.475
18,60000,40000,54000,46000,42140,17860,12026,27974,54166,45834,60415,39585,0.6916666666666667,1.0375,1.0375
19,60000,40000,54000,46000,41851,18149,12072,27928,53923,46077,59808,40192,0.32,0.48,0.48
20,60000,40000,54000,46000,41925,18075,11946,28054,53871,46129,59678,40322,0.5366666666666666,0.805,0.805
21,60000,40000,54000,46000,41716,18284,12018,27982,53734,46266,59335,40665,1.1083333333333334,1.6625,1.6625
22,60000,40000,54000,46000,42079,17921,12103,27897,54182,45818,60455,39545,0.7583333333333333,1.1375,1.1375
23,60000,40000,54000,46000,41955,18045,11793,28207,53748,46252,59370,40630,1.05,1.575,1.575
24,60000,40000,54000,46000,41909,18091,12078,27922,53987,46013,59968,40032,0.05333333333333334,0.08,0.08
25,60000,40000,54000,46000,41777,18223,12072,27928,53849,46151,59623,40377,0.6283333333333333,0.9425,0.9425
26,60000,40000,54000,46000,41832,18168,11914,28086,53746,46254,59365,40635,1.0583333333333333,1.5875,1.5875
27,60000,40000,54000,46000,42022,17978,12053,27947,54075,45925,60188,39812,0.31333333333333335,0.47,0.47
28,60000,40000,54000,46000,41981,18019,12129,27871,54110,45890,60275,39725,0.4583333333333333,0.6875,0.6875
29,60000,40000,54000,46000,41971,18029,12084,27916,54055,45945,60138,39862,0.23,0.345,0.345
30,60000,40000,54000,46000,41914,18086,11923,28077,53837,46163,59593,40407,0.6783333333333333,1.0175,1.0175
31,60000,40000,54000,46000,41840,18160,12024,27976,53864,46136,59660,40340,0.5666666666666667,0.85,0.85
32,60000,40000,54000,46000,42162,17838,12112,27888,54274,45726,60685,39315,1.1416666666666666,1.7125,1.7125
33,60000,40000,54000,46000,41975,18025,11954,28046,53929,46071,59823,40177,0.295,0.4425,0.4425
34,60000,40000,54000,46000,42133,17867,11943,28057,54076,45924,60190,39810,0.31666666666666665,0.475,0.475
35,60000,40000,54000,46000,42021,17979,12085,27915,54106,45894,60265,39735,0.44166666666666665,0.6625,0.6625
36,60000,40000,54000,46000,42173,17827,11823,28177,53996,46004,59990,40010,0.016666666666666666,0.025,0.025
37,60000,40000,54000,46000,41938,18062,12013,27987,53951,46049,59878,40122,0.20333333333333334,0.305,0.305
38,60000,40000,54000,46000,41962,18038,12065,27935,54027,45973,60068,39932,0.11333333333333333,0.17,0.17
39,60000,40000,54000,46000,41938,18062,12040,27960,53978,46022,59945,40055,0.09166666666666666,0.1375,0.1375
40,60000,40000,54000,46000,41925,18075,11926,28074,53851,46149,59628,40372,0.62,0.93,0.93
41,60000,40000,54000,46000,42063,17937,11916,28084,53979,46021,59948,40052,0.08666666666666667,0.13,0.13
42,60000,40000,54000,46000,42000,18000,11876,28124,53876,46124,59690,40310,0.5166666666666667,0.775,0.775
43,60000,40000,54000,46000,41969,18031,12171,27829,54140,45860,60350,39650,0.5833333333333334,0.875,0.875
44,60000,40000,54000,46000,41983,18017,12031,27969,54014,45986,60035,39965,0.058333333333333334,0.0875,0.0875
45,60000,40000,54000,46000,42264,17736,11960,28040,54224,45776,60560,39440,0.9333333333333333,1.4,1.4
46,60000,40000,54000,46000,42144,17856,12003,27997,54147,45853,60368,39632,0.6133333333333333,0.92,0.92
47,60000,40000,54000,46000,41911,18089,12055,27945,53966,46034,59915,40085,0.14166666666666666,0.2125,0.2125
48,60000,40000,54000,46000,42074,17926,11975,28025,54049,45951,60123,39877,0.205,0.3075,0.3075
49,60000,40000,54000,46000,42215,17785,11946,28054,54161,45839,60403,39597,0.6716666666666666,1.0075,1.0075
50,60000,40000,54000,46000,42034,17966,12058,27942,54092,45908,60230,39770,0.38333333333333336,0.575,0.575
51,60000,40000,54000,46000,42094,17906,11881,28119,53975,46025,59938,40062,0.10333333333333333,0.155,0.155
52,60000,40000,54000,46000,42043,17957,11977,28023,54020,45980,60050,39950,0.08333333333333333,0.125,0.125
53,60000,40000,54000,46000,42040,17960,12031,27969,54071,45929,60178,39822,0.2966666666666667,0.445,0.445
54,60000,40000,54000,46000,41990,18010,11907,28093,53897,46103,59743,40257,0.42833333333333334,0.6425,0.6425
55,60000,40000,54000,46000,42158,17842,12060,27940,54218,45782,60545,39455,0.9083333333333333,1.3625,1.3625
56,60000,40000,54000,46000,42064,17936,12059,27941,54123,45877,60308,39692,0.5133333333333333,0.77,0.77
57,60000,40000,54000,46000,41976,18024,11924,28076,53900,46100,59750,40250,0.4166666666666667,0.625,0.625
58,60000,40000,54000,46000,41975,18025,11859,28141,53834,46166,59585,40415,0.6916666666666667,1.0375,1.0375
59,60000,40000,54000,46000,41986,18014,11949,28051,53935,46065,59838,40162,0.27,0.405,0.405
60,60000,40000,54000,46000,42186,17814,12006,27994,54192,45808,60480,39520,0.8,1.2,1.2
61,60000,40000,54000,46000,41889,18111,12031,27969,53920,46080,59800,40200,0.3333333333333333,0.5,0.5
62,60000,40000,54000,46000,42049,17951,11919,28081,53968,46032,59920,40080,0.13333333333333333,0.2,0.2
63,60000,40000,54000,46000,41936,18064,12165,27835,54101,45899,60253,39747,0.4216666666666667,0.6325,0.6325
64,60000,40000,54000,46000,41996,18004,12163,27837,54159,45841,60398,39602,0.6633333333333333,0.995,0.995
65,60000,40000,54000,46000,41948,18052,11881,28119,53829,46171,59573,40427,0.7116666666666667,1.0675,1.0675
66,60000,40000,54000,46000,42175,17825,11921,28079,54096,45904,60240,39760,0.4,0.6,0.6
67,60000,40000,54000,46000,42090,17910,12050,27950,54140,45860,60350,39650,0.5833333333333334,0.875,0.875
68,60000,40000,54000,46000,41948,18052,12150,27850,54098,45902,60245,39755,0.4083333333333333,0.6125,0.6125
69,60000,40000,54000,46000,42112,17888,11916,28084,54028,45972,60070,39930,0.11666666666666667,0.175,0.175
70,60000,40000,54000,46000,42079,17921,12050,27950,54129,45871,60323,39677,0.5383333333333333,0.8075,0.8075
71,60000,40000,54000,46000,41809,18191,11992,28008,53801,46199,59503,40497,0.8283333333333334,1.2425,1.2425
72,60000,40000,54000,46000,42083,17917,12075,27925,54158,45842,60395,39605,0.6583333333333333,0.9875,0.9875
73,60000,40000,54000,46000,42004,17996,12022,27978,54026,45974,60065,39935,0.10833333333333334,0.1625,0.1625
74,60000,40000,54000,46000,41977,18023,12102,27898,54079,45921,60198,39802,0.33,0.495,0.495
75,60000,40000,54000,46000,42269,17731,12007,27993,54276,45724,60690,39310,1.15,1.725,1.725
76,60000,40000,54000,46000,41912,18088,12001,27999,53913,46087,59783,40217,0.3616666666666667,0.5425,0.5425
77,60000,40000,54000,46000,42045,17955,12106,27894,54151,45849,60378,39622,0.63,0.945,0.945
78,60000,40000,54000,46000,41963,18037,11880,28120,53843,46157,59608,40392,0.6533333333333333,0.98,0.98
79,60000,40000,54000,46000,41954,18046,12149,27851,54103,45897,60258,39742,0.43,0.645,0.645
80,60000,40000,54000,46000,41985,18015,11933,28067,53918,46082,59795,40205,0.3416666666666667,0.5125,0.5125
81,60000,40000,54000,46000,42313,17687,11927,28073,54240,45760,60600,39400,1.0,1.5,1.5
82,60000,40000,54000,46000,41883,18117,11844,28156,53727,46273,59318,40682,1.1366666666666667,1.705,1.705
83,60000,40000,54000,46000,42060,17940,12140,27860,54200,45800,60500,39500,0.8333333333333334,1.25,1.25
84,60000,40000,54000,46000,41964,18036,12173,27827,54137,45863,60343,39657,0.5716666666666667,0.8575,0.8575
85,60000,40000,54000,46000,42029,17971,11903,28097,53932,46068,59830,40170,0.2833333333333333,0.425,0.425
86,60000,40000,54000,46000,41948,18052,11903,28097,53851,46149,59628,40372,0.62,0.93,0.93
87,60000,40000,54000,46000,42084,17916,11931,28069,54015,45985,60038,39962,0.06333333333333334,0.095,0.095
88,60000,40000,54000,46000,41990,18010,12104,27896,54094,45906,60235,39765,0.39166666666666666,0.5875,0.5875
89,60000,40000,54000,46000,42066,17934,12023,27977,54089,45911,60223,39777,0.37166666666666665,0.5575,0.5575
90,60000,40000,54000,46000,41873,18127,11939,28061,53812,46188,59530,40470,0.7833333333333333,1.175,1.175
91,60000,40000,54000,46000,42136,17864,11961,28039,54097,45903,60243,39757,0.405,0.6075,0.6075
92,60000,40000,54000,46000,42032,17968,12045,27955,54077,45923,60193,39807,0.32166666666666666,0.4825,0.4825
93,60000,40000,54000,46000,41887,18113,11918,28082,53805,46195,59513,40487,0.8116666666666666,1.2175,1.2175
94,60000,40000,54000,46000,42055,17945,11893,28107,53948,46052,59870,40130,0.21666666666666667,0.325,0.325
95,60000,40000,54000,46000,41918,18082,12160,27840,54078,45922,60195,39805,0.325,0.4875,0.4875
96,60000,40000,54000,46000,41776,18224,11854,28146,53630,46370,59075,40925,1.5416666666666667,2.3125,2.3125
97,60000,40000,54000,46000,41991,18009,12112,27888,54103,45897,60258,39742,0.43,0.645,0.645
98,60000,40000,54000,46000,42068,17932,11994,28006,54062,45938,60155,39845,0.25833333333333336,0.3875,0.3875
99,60000,40000,54000,46000,41964,18036,11963,28037,53927,46073,59818,40182,0.30333333333333334,0.455,0.455
