sim_index,c1_actual,c2_actual,i1_expected,i2_expected,c1_to_i1,c1_to_i2,c2_to_i1,c2_to_i2,i1_counted,i2_counted,c1_computed,c2_computed,c1_percent_error,c2_percent_error,max_percent_error
0,50000,50000,50000,50000,34849,15151,14889,35111,49738,50262,49345,50655,1.31,1.31,1.31
1,50000,50000,50000,50000,34987,15013,15046,34954,50033,49967,50083,49917,0.166,0.166,0.166
2,50000,50000,50000,50000,35007,14993,15032,34968,50039,49961,50098,49902,0.196,0.196,0.196
3,50000,50000,50000,50000,34946,15054,14982,35018,49928,50072,49820,50180,0.36,0.36,0.36
4,50000,50000,50000,50000,35096,14904,14989,35011,50085,49915,50213,49787,0.426,0.426,0.426
5,50000,50000,50000,50000,35062,14938,15038,34962,50100,49900,50250,49750,0.5,0.5,0.5
6,50000,50000,50000,50000,34969,15031,15181,34819,50150,49850,50375,49625,0.75,0.75,0.75
7,50000,50000,50000,50000,35125,14875,14874,35126,49999,50001,49998,50002,0.004,0.004,0.004
8,50000,50000,50000,50000,34967,15033,15129,34871,50096,49904,50240,49760,0.48,0.48,0.48
9,50000,50000,50000,50000,34995,15005,14950,35050,49945,50055,49863,50137,0.274,0.274,0.274
10,50000,50000,50000,50000,35061,14939,15049,34951,50110,49890,50275,49725,0.55,0.55,0.55
11,50000,50000,50000,50000,35004,14996,14909,35091,49913,50087,49783,50217,0.434,0.434,0.434
12,50000,50000,50000,50000,34941,15059,14991,35009,49932,50068,49830,50170,0.34,0.34,0.34
13,50000,50000,50000,50000,35258,14742,15021,34979,50279,49721,50698,49302,1.396,1.396,1.396
14,50000,50000,50000,50000,35113,14887,14859,35141,49972,50028,49930,50070,0.14,0.14,0.14
15,50000,50000,50000,50000,34978,15022,15133,34867,50111,49889,50278,49722,0.556,0.556,0.556
16,50000,50000,50000,50000,35018,14982,15235,34765,50253,49747,50633,49367,1.266,1.266,1.266
17,50000,50000,50000,50000,35088,14912,15079,34921,50167,49833,50418,49582,0.836,0.836,0.836
18,50000,50000,50000,50000,34865,15135,14877,35123,49742,50258,49355,50645,1.29,1.29,1.29
19,50000,50000,50000,50000,34938,15062,15069,34931,50007,49993,50018,49982,0.036,0.036,0.036
20,50000,50000,50000,50000,34981,15019,15176,34824,50157,49843,50393,49607,0.786,0.786,0.786
21,50000,50000,50000,50000,35024,14976,15069,34931,50093,49907,50233,49767,0.466,0.466,0.466
22,50000,50000,50000,50000,35093,14907,14953,35047,50046,49954,50115,49885,0.23,0.23,0.23
23,50000,50000,50000,50000,34974,15026,15072,34928,50046,49954,50115,49885,0.23,0.23,0.23
24,50000,50000,50000,50000,35138,14862,14971,35029,50109,49891,50273,49727,0.546,0.546,0.546
25,50000,50000,50000,50000,34862,15138,14969,35031,49831,50169,49578,50422,0.844,0.844,0.844
26,50000,50000,50000,50000,34873,15127,15025,34975,49898,50102,49745,50255,0.51,0.51,0.51
27,50000,50000,50000,50000,35054,14946,14937,35063,49991,50009,49978,50022,0.044,0.044,0.044
28,50000,50000,50000,50000,34913,15087,15195,34805,50108,49892,50270,49730,0.54,0.54,0.54
29,50000,50000,50000,50000,34876,15124,15113,34887,49989,50011,49973,50027,0.054,0.054,0.054
30,50000,50000,50000,50000,35065,14935,15160,34840,50225,49775,50563,49437,1.126,1.126,1.126
31,50000,50000,50000,50000,35041,14959,15029,34971,50070,49930,50175,49825,0.35,0.35,0.35
32,50000,50000,50000,50000,34903,15097,15069,34931,49972,50028,49930,50070,0.14,0.14,0.14
33,50000,50000,50000,50000,35176,14824,14934,35066,50110,49890,50275,49725,0.55,0.55,0.55
34,50000,50000,50000,50000,35019,14981,14662,35338,49681,50319,49203,50797,1.594,1.594,1.594
35,50000,50000,50000,50000,34900,15100,15035,34965,49935,50065,49838,50162,0.324,0.324,0.324
36,50000,50000,50000,50000,35021,14979,14916,35084,49937,50063,49843,50157,0.314,0.314,0.314
37,50000,50000,50000,50000,35063,14937,15074,34926,50137,49863,50343,49657,0.686,0.686,0.686
38,50000,50000,50000,50000,35027,14973,14865,35135,49892,50108,49730,50270,0.54,0.54,0.54
39,50000,50000,50000,50000,34867,15133,14821,35179,49688,50312,49220,50780,1.56,1.56,1.56
40,50000,50000,50000,50000,34893,15107,14858,35142,49751,50249,49378,50622,1.244,1.244,1.244
41,50000,50000,50000,50000,34913,15087,14960,35040,49873,50127,49683,50317,0.634,0.634,0.634
42,50000,50000,50000,50000,34962,15038,15057,34943,50019,49981,50048,49952,0.096,0.096,0.096
43,50000,50000,50000,50000,35098,14902,14960,35040,50058,49942,50145,49855,0.29,0.29,0.29
44,50000,50000,50000,50000,35166,14834,15069,34931,50235,49765,50588,49412,1.176,1.176,1.176
45,50000,50000,50000,50000,34981,15019,14967,35033,49948,50052,49870,50130,0.26,0.26,0.26
46,50000,50000,50000,50000,35002,14998,14880,35120,49882,50118,49705,50295,0.59,0.59,0.59
47,50000,50000,50000,50000,34911,15089,15004,34996,49915,50085,49788,50212,0.424,0.424,0.424
48,50000,50000,50000,50000,35063,14937,14992,35008,50055,49945,50138,49862,0.276,0.276,0.276
49,50000,50000,50000,50000,34996,15004,14910,35090,49906,50094,49765,50235,0.47,0.47,0.47
50,50000,50000,50000,50000,35051,14949,15009,34991,50060,49940,50150,49850,0.3,0.3,0.3
51,50000,50000,50000,50000,34941,15059,14978,35022,49919,50081,49798,50202,0.404,0.404,0.404
52,50000,50000,50000,50000,34821,15179,14988,35012,49809,50191,49523,50477,0.954,0.954,0.954
53,50000,50000,50000,50000,35052,14948,14829,35171,49881,50119,49703,50297,0.594,0.594,0.594
54,50000,50000,50000,50000,34928,15072,14937,35063,49865,50135,49663,50337,0.674,0.674,0.674
55,50000,50000,50000,50000,34903,15097,14957,35043,49860,50140,49650,50350,0.7,0.7,0.7
56,50000,50000,50000,50000,34941,15059,15063,34937,50004,49996,50010,49990,0.02,0.02,0.02
57,50000,50000,50000,50000,35114,14886,15188,34812,50302,49698,50755,49245,1.51,1.51,1.51
58,50000,50000,50000,50000,35065,14935,15059,34941,50124,49876,50310,49690,0.62,0.62,0.62
59,50000,50000,50000,50000,35030,14970,14859,35141,49889,50111,49723,50277,0.554,0.554,0.554
