sim_index,c1_actual,c2_actual,i1_expected,i2_expected,c1_to_i1,c1_to_i2,c2_to_i1,c2_to_i2,i1_counted,i2_counted,c1_computed,c2_computed,c1_percent_error,c2_percent_error,max_percent_error
0,50000,50000,50000,50000,42629,7371,7466,42534,50095,49905,50136,49864,0.272,0.272,0.272
1,50000,50000,50000,50000,42613,7387,7588,42412,50201,49799,50287,49713,0.574,0.574,0.574
2,50000,50000,50000,50000,42545,7455,7465,42535,50010,49990,50014,49986,0.028,0.028,0.028
3,50000,50000,50000,50000,42418,7582,7428,42572,49846,50154,49780,50220,0.44,0.44,0.44
4,50000,50000,50000,50000,42350,7650,7520,42480,49870,50130,49814,50186,0.372,0.372,0.372
5,50000,50000,50000,50000,42501,7499,7606,42394,50107,49893,50153,49847,0.306,0.306,0.306
6,50000,50000,50000,50000,42533,7467,7304,42696,49837,50163,49767,50233,0.466,0.466,0.466
7,50000,50000,50000,50000,42472,7528,7504,42496,49976,50024,49966,50034,0.068,0.068,0.068
8,50000,50000,50000,50000,42490,7510,7534,42466,50024,49976,50034,49966,0.068,0.068,0.068
9,50000,50000,50000,50000,42551,7449,7562,42438,50113,49887,50161,49839,0.322,0.322,0.322
10,50000,50000,50000,50000,42633,7367,7614,42386,50247,49753,50353,49647,0.706,0.706,0.706
11,50000,50000,50000,50000,42512,7488,7438,42562,49950,50050,49929,50071,0.142,0.142,0.142
12,50000,50000,50000,50000,42520,7480,7525,42475,50045,49955,50064,49936,0.128,0.128,0.128
13,50000,50000,50000,50000,42562,7438,7556,42444,50118,49882,50169,49831,0.338,0.338,0.338
14,50000,50000,50000,50000,42489,7511,7324,42676,49813,50187,49733,50267,0.534,0.534,0.534
15,50000,50000,50000,50000,42581,7419,7456,42544,50037,49963,50053,49947,0.106,0.106,0.106
16,50000,50000,50000,50000,42517,7483,7482,42518,49999,50001,49999,50001,0.002,0.002,0.002
17,50000,50000,50000,50000,42626,7374,7568,42432,50194,49806,50277,49723,0.554,0.554,0.554
18,50000,50000,50000,50000,42414,7586,7542,42458,49956,50044,49937,50063,0.126,0.126,0.126
19,50000,50000,50000,50000,42558,7442,7478,42522,50036,49964,50051,49949,0.102,0.102,0.102
20,50000,50000,50000,50000,42386,7614,7545,42455,49931,50069,49901,50099,0.198,0.198,0.198
21,50000,50000,50000,50000,42412,7588,7461,42539,49873,50127,49819,50181,0.362,0.362,0.362
22,50000,50000,50000,50000,42527,7473,7445,42555,49972,50028,49960,50040,0.08,0.08,0.08
23,50000,50000,50000,50000,42666,7334,7462,42538,50128,49872,50183,49817,0.366,0.366,0.366
24,50000,50000,50000,50000,42568,7432,7613,42387,50181,49819,50259,49741,0.518,0.518,0.518
25,50000,50000,50000,50000,42563,7437,7524,42476,50087,49913,50124,49876,0.248,0.248,0.248
26,50000,50000,50000,50000,42547,7453,7562,42438,50109,49891,50156,49844,0.312,0.312,0.312
27,50000,50000,50000,50000,42455,7545,7499,42501,49954,50046,49934,50066,0.132,0.132,0.132
