sim_index,c1_actual,c2_actual,i1_expected,i2_expected,c1_to_i1,c1_to_i2,c2_to_i1,c2_to_i2,i1_counted,i2_counted,c1_computed,c2_computed,c1_percent_error,c2_percent_error,max_percent_error
0,50000,50000,50000,50000,39980,10020,9991,40009,49971,50029,49952,50048,0.096,0.096,0.096
1,50000,50000,50000,50000,39947,10053,9976,40024,49923,50077,49872,50128,0.256,0.256,0.256
2,50000,50000,50000,50000,40128,9872,10045,39955,50173,49827,50288,49712,0.576,0.576,0.576
3,50000,50000,50000,50000,40073,9927,9984,40016,50057,49943,50095,49905,0.19,0.19,0.19
4,50000,50000,50000,50000,40075,9925,10013,39987,50088,49912,50147,49853,0.294,0.294,0.294
5,50000,50000,50000,50000,39964,10036,9986,40014,49950,50050,49917,50083,0.166,0.166,0.166
6,50000,50000,50000,50000,40068,9932,9880,40120,49948,50052,49913,50087,0.174,0.174,0.174
7,50000,50000,50000,50000,40164,9836,9920,40080,50084,49916,50140,49860,0.28,0.28,0.28
8,50000,50000,50000,50000,39967,10033,9986,40014,49953,50047,49922,50078,0.156,0.156,0.156
9,50000,50000,50000,50000,40107,9893,10008,39992,50115,49885,50192,49808,0.384,0.384,0.384
10,50000,50000,50000,50000,40035,9965,9920,40080,49955,50045,49925,50075,0.15,0.15,0.15
11,50000,50000,50000,50000,40117,9883,10088,39912,50205,49795,50342,49658,0.684,0.684,0.684
12,50000,50000,50000,50000,39967,10033,9896,40104,49863,50137,49772,50228,0.456,0.456,0.456
13,50000,50000,50000,50000,40148,9852,10003,39997,50151,49849,50252,49748,0.504,0.504,0.504
14,50000,50000,50000,50000,40010,9990,10016,39984,50026,49974,50043,49957,0.086,0.086,0.086
15,50000,50000,50000,50000,40187,9813,10067,39933,50254,49746,50423,49577,0.846,0.846,0.846
16,50000,50000,50000,50000,39888,10112,10000,40000,49888,50112,49813,50187,0.374,0.374,0.374
17,50000,50000,50000,50000,40099,9901,9855,40145,49954,50046,49923,50077,0.154,0.154,0.154
18,50000,50000,50000,50000,40158,9842,10068,39932,50226,49774,50377,49623,0.754,0.754,0.754
19,50000,50000,50000,50000,39910,10090,9992,40008,49902,50098,49837,50163,0.326,0.326,0.326
20,50000,50000,50000,50000,39909,10091,10130,39870,50039,49961,50065,49935,0.13,0.13,0.13
21,50000,50000,50000,50000,40013,9987,10002,39998,50015,49985,50025,49975,0.05,0.05,0.05
22,50000,50000,50000,50000,40244,9756,9792,40208,50036,49964,50060,49940,0.12,0.12,0.12
23,50000,50000,50000,50000,39982,10018,9974,40026,49956,50044,49927,50073,0.146,0.146,0.146
24,50000,50000,50000,50000,40046,9954,10051,39949,50097,49903,50162,49838,0.324,0.324,0.324
25,50000,50000,50000,50000,40091,9909,10096,39904,50187,49813,50312,49688,0.624,0.624,0.624
26,50000,50000,50000,50000,40132,9868,10058,39942,50190,49810,50317,49683,0.634,0.634,0.634
27,50000,50000,50000,50000,40007,9993,10071,39929,50078,49922,50130,49870,0.26,0.26,0.26
28,50000,50000,50000,50000,39833,10167,10018,39982,49851,50149,49752,50248,0.496,0.496,0.496
29,50000,50000,50000,50000,40126,9874,9851,40149,49977,50023,49962,50038,0.076,0.076,0.076
30,50000,50000,50000,50000,40073,9927,9958,40042,50031,49969,50052,49948,0.104,0.104,0.104
31,50000,50000,50000,50000,39845,10155,10015,39985,49860,50140,49767,50233,0.466,0.466,0.466
32,50000,50000,50000,50000,40034,9966,9904,40096,49938,50062,49897,50103,0.206,0.206,0.206
33,50000,50000,50000,50000,39942,10058,9986,40014,49928,50072,49880,50120,0.24,0.24,0.24
34,50000,50000,50000,50000,40077,9923,9855,40145,49932,50068,49887,50113,0.226,0.226,0.226
35,50000,50000,50000,50000,40019,9981,9905,40095,49924,50076,49873,50127,0.254,0.254,0.254
36,50000,50000,50000,50000,39918,10082,10014,39986,49932,50068,49887,50113,0.226,0.226,0.226
37,50000,50000,50000,50000,40092,9908,9884,40116,49976,50024,49960,50040,0.08,0.08,0.08
38,50000,50000,50000,50000,40000,10000,10036,39964,50036,49964,50060,49940,0.12,0.12,0.12
39,50000,50000,50000,50000,40105,9895,9961,40039,50066,49934,50110,49890,0.22,0.22,0.22
40,50000,50000,50000,50000,40011,9989,10055,39945,50066,49934,50110,49890,0.22,0.22,0.22
41,50000,50000,50000,50000,39983,10017,10141,39859,50124,49876,50207,49793,0.414,0.414,0.414
42,50000,50000,50000,50000,40073,9927,9936,40064,50009,49991,50015,49985,0.03,0.03,0.03
43,50000,50000,50000,50000,40132,9868,9951,40049,50083,49917,50138,49862,0.276,0.276,0.276
44,50000,50000,50000,50000,39917,10083,9890,40110,49807,50193,49678,50322,0.644,0.644,0.644
45,50000,50000,50000,50000,39898,10102,9990,40010,49888,50112,49813,50187,0.374,0.374,0.374
46,50000,50000,50000,50000,40142,9858,9870,40130,50012,49988,50020,49980,0.04,0.04,0.04
47,50000,50000,50000,50000,40065,9935,9983,40017,50048,49952,50080,49920,0.16,0.16,0.16
48,50000,50000,50000,50000,39985,10015,9939,40061,49924,50076,49873,50127,0.254,0.254,0.254
49,50000,50000,50000,50000,40079,9921,10055,39945,50134,49866,50223,49777,0.446,0.446,0.446
50,50000,50000,50000,50000,40026,9974,10222,39778,50248,49752,50413,49587,0.826,0.826,0.826
51,50000,50000,50000,50000,40219,9781,9869,40131,50088,49912,50147,49853,0.294,0.294,0.294
52,50000,50000,50000,50000,39938,10062,9941,40059,49879,50121,49798,50202,0.404,0.404,0.404
53,50000,50000,50000,50000,40126,9874,9940,40060,50066,49934,50110,49890,0.22,0.22,0.22
54,50000,50000,50000,50000,39990,10010,9865,40135,49855,50145,49758,50242,0.484,0.484,0.484
55,50000,50000,50000,50000,39865,10135,10079,39921,49944,50056,49907,50093,0.186,0.186,0.186
56,50000,50000,50000,50000,39965,10035,10013,39987,49978,50022,49963,50037,0.074,0.074,0.074
57,50000,50000,50000,50000,40003,9997,9761,40239,49764,50236,49607,50393,0.786,0.786,0.786
58,50000,50000,50000,50000,40049,9951,10011,39989,50060,49940,50100,49900,0.2,0.2,0.2
59,50000,50000,50000,50000,39982,10018,9860,40140,49842,50158,49737,50263,0.526,0.526,0.526
60,50000,50000,50000,50000,40067,9933,10109,39891,50176,49824,50293,49707,0.586,0.586,0.586
61,50000,50000,50000,50000,40018,9982,10084,39916,50102,49898,50170,49830,0.34,0.34,0.34
62,50000,50000,50000,50000,39853,10147,9979,40021,49832,50168,49720,50280,0.56,0.56,0.56
63,50000,50000,50000,50000,39918,10082,9878,40122,49796,50204,49660,50340,0.68,0.68,0.68
64,50000,50000,50000,50000,40110,9890,10041,39959,50151,49849,50252,49748,0.504,0.504,0.504
65,50000,50000,50000,50000,39916,10084,9936,40064,49852,50148,49753,50247,0.494,0.494,0.494
66,50000,50000,50000,50000,40064,9936,9989,40011,50053,49947,50088,49912,0.176,0.176,0.176
67,50000,50000,50000,50000,40050,9950,9963,40037,50013,49987,50022,49978,0.044,0.044,0.044
68,50000,50000,50000,50000,39996,10004,10064,39936,50060,49940,50100,49900,0.2,0.2,0.2
69,50000,50000,50000,50000,39992,10008,9990,40010,49982,50018,49970,50030,0.06,0.06,0.06
70,50000,50000,50000,50000,39994,10006,10067,39933,50061,49939,50102,49898,0.204,0.204,0.204
71,50000,50000,50000,50000,39874,10126,9866,40134,49740,50260,49567,50433,0.866,0.866,0.866
72,50000,50000,50000,50000,39985,10015,9976,40024,49961,50039,49935,50065,0.13,0.13,0.13
73,50000,50000,50000,50000,40147,9853,9983,40017,50130,49870,50217,49783,0.434,0.434,0.434
74,50000,50000,50000,50000,40016,9984,10023,39977,50039,49961,50065,49935,0.13,0.13,0.13
75,50000,50000,50000,50000,39906,10094,9951,40049,49857,50143,49762,50238,0.476,0.476,0.476
76,50000,50000,50000,50000,39958,10042,10073,39927,50031,49969,50052,49948,0.104,0.104,0.104
77,50000,50000,50000,50000,40002,9998,9955,40045,49957,50043,49928,50072,0.144,0.144,0.144
78,50000,50000,50000,50000,39846,10154,10027,39973,49873,50127,49788,50212,0.424,0.424,0.424
79,50000,50000,50000,50000,40070,9930,9933,40067,50003,49997,50005,49995,0.01,0.01,0.01
80,50000,50000,50000,50000,39867,10133,9879,40121,49746,50254,49577,50423,0.846,0.846,0.846
81,50000,50000,50000,50000,40062,9938,10110,39890,50172,49828,50287,49713,0.574,0.574,0.574
82,50000,50000,50000,50000,40011,9989,9881,40119,49892,50108,49820,50180,0.36,0.36,0.36
83,50000,50000,50000,50000,39943,10057,10172,39828,50115,49885,50192,49808,0.384,0.384,0.384
84,50000,50000,50000,50000,39850,10150,9952,40048,49802,50198,49670,50330,0.66,0.66,0.66
85,50000,50000,50000,50000,40049,9951,9919,40081,49968,50032,49947,50053,0.106,0.106,0.106
86,50000,50000,50000,50000,39891,10109,10060,39940,49951,50049,49918,50082,0.164,0.164,0.164
87,50000,50000,50000,50000,39931,10069,9895,40105,49826,50174,49710,50290,0.58,0.58,0.58
88,50000,50000,50000,50000,40097,9903,10063,39937,50160,49840,50267,49733,0.534,0.534,0.534
89,50000,50000,50000,50000,40069,9931,9872,40128,49941,50059,49902,50098,0.196,0.196,0.196
90,50000,50000,50000,50000,39952,10048,10123,39877,50075,49925,50125,49875,0.25,0.25,0.25
91,50000,50000,50000,50000,39913,10087,10046,39954,49959,50041,49932,50068,0.136,0.136,0.136
92,50000,50000,50000,50000,39947,10053,10084,39916,50031,49969,50052,49948,0.104,0.104,0.104
93,50000,50000,50000,50000,39884,10116,10022,39978,49906,50094,49843,50157,0.314,0.314,0.314
94,50000,50000,50000,50000,39946,10054,9908,40092,49854,50146,49757,50243,0.486,0.486,0.486
95,50000,50000,50000,50000,40096,9904,10072,39928,50168,49832,50280,49720,0.56,0.56,0.56
96,50000,50000,50000,50000,40011,9989,10059,39941,50070,49930,50117,49883,0.234,0.234,0.234
97,50000,50000,50000,50000,39993,10007,10052,39948,50045,49955,50075,49925,0.15,0.15,0.15
98,50000,50000,50000,50000,40126,9874,9982,40018,50108,49892,50180,49820,0.36,0.36,0.36
99,50000,50000,50000,50000,40100,9900,9859,40141,49959,50041,49932,50068,0.136,0.136,0.136
