sim_index,c1_actual,c2_actual,i1_expected,i2_expected,c1_to_i1,c1_to_i2,c2_to_i1,c2_to_i2,i1_counted,i2_counted,c1_computed,c2_computed,c1_percent_error,c2_percent_error,max_percent_error
24,50000,50000,50000,50000,37687,12313,12505,37495,50192,49808,50384,49616,0.768,0.768,0.768
25,50000,50000,50000,50000,37390,12610,12238,37762,49628,50372,49256,50744,1.488,1.488,1.488
26,50000,50000,50000,50000,37335,12665,12397,37603,49732,50268,49464,50536,1.072,1.072,1.072
27,50000,50000,50000,50000,37516,12484,12659,37341,50175,49825,50350,49650,0.7,0.7,0.7
28,50000,50000,50000,50000,37440,12560,12333,37667,49773,50227,49546,50454,0.908,0.908,0.908
29,50000,50000,50000,50000,37454,12546,12437,37563,49891,50109,49782,50218,0.436,0.436,0.436
30,50000,50000,50000,50000,37411,12589,12584,37416,49995,50005,49990,50010,0.02,0.02,0.02
31,50000,50000,50000,50000,37452,12548,12432,37568,49884,50116,49768,50232,0.464,0.464,0.464
32,50000,50000,50000,50000,37451,12549,12424,37576,49875,50125,49750,50250,0.5,0.5,0.5
33,50000,50000,50000,50000,37482,12518,12582,37418,50064,49936,50128,49872,0.256,0.256,0.256
34,50000,50000,50000,50000,37545,12455,12464,37536,50009,49991,50018,49982,0.036,0.036,0.036
35,50000,50000,50000,50000,37462,12538,12625,37375,50087,49913,50174,49826,0.348,0.348,0.348
36,50000,50000,50000,50000,37455,12545,12549,37451,50004,49996,50008,49992,0.016,0.016,0.016
37,50000,50000,50000,50000,37409,12591,12487,37513,49896,50104,49792,50208,0.416,0.416,0.416
38,50000,50000,50000,50000,37486,12514,12616,37384,50102,49898,50204,49796,0.408,0.408,0.408
39,50000,50000,50000,50000,37576,12424,12565,37435,50141,49859,50282,49718,0.564,0.564,0.564
40,50000,50000,50000,50000,37601,12399,12396,37604,49997,50003,49994,50006,0.012,0.012,0.012
41,50000,50000,50000,50000,37716,12284,12486,37514,50202,49798,50404,49596,0.808,0.808,0.808
42,50000,50000,50000,50000,37551,12449,12523,37477,50074,49926,50148,49852,0.296,0.296,0.296
43,50000,50000,50000,50000,37510,12490,12400,37600,49910,50090,49820,50180,0.36,0.36,0.36
44,50000,50000,50000,50000,37505,12495,12488,37512,49993,50007,49986,50014,0.028,0.028,0.028
45,50000,50000,50000,50000,37477,12523,12585,37415,50062,49938,50124,49876,0.248,0.248,0.248
46,50000,50000,50000,50000,37556,12444,12476,37524,50032,49968,50064,49936,0.128,0.128,0.128
47,50000,50000,50000,50000,37549,12451,12514,37486,50063,49937,50126,49874,0.252,0.252,0.252
48,50000,50000,50000,50000,37596,12404,12519,37481,50115,49885,50230,49770,0.46,0.46,0.46
49,50000,50000,50000,50000,37425,12575,12462,37538,49887,50113,49774,50226,0.452,0.452,0.452
50,50000,50000,50000,50000,37577,12423,12492,37508,50069,49931,50138,49862,0.276,0.276,0.276
51,50000,50000,50000,50000,37484,12516,12480,37520,49964,50036,49928,50072,0.144,0.144,0.144
52,50000,50000,50000,50000,37639,12361,12691,37309,50330,49670,50660,49340,1.32,1.32,1.32
53,50000,50000,50000,50000,37480,12520,12593,37407,50073,49927,50146,49854,0.292,0.292,0.292
54,50000,50000,50000,50000,37515,12485,12517,37483,50032,49968,50064,49936,0.128,0.128,0.128
55,50000,50000,50000,50000,37455,12545,12383,37617,49838,50162,49676,50324,0.648,0.648,0.648
56,50000,50000,50000,50000,37386,12614,12541,37459,49927,50073,49854,50146,0.292,0.292,0.292
57,50000,50000,50000,50000,37390,12610,12410,37590,49800,50200,49600,50400,0.8,0.8,0.8
58,50000,50000,50000,50000,37462,12538,12540,37460,50002,49998,50004,49996,0.008,0.008,0.008
59,50000,50000,50000,50000,37573,12427,12476,37524,50049,49951,50098,49902,0.196,0.196,0.196
60,50000,50000,50000,50000,37431,12569,12694,37306,50125,49875,50250,49750,0.5,0.5,0.5
61,50000,50000,50000,50000,37589,12411,12432,37568,50021,49979,50042,49958,0.084,0.084,0.084
62,50000,50000,50000,50000,37464,12536,12719,37281,50183,49817,50366,49634,0.732,0.732,0.732
63,50000,50000,50000,50000,37507,12493,12652,37348,50159,49841,50318,49682,0.636,0.636,0.636
64,50000,50000,50000,50000,37515,12485,12303,37697,49818,50182,49636,50364,0.728,0.728,0.728
65,50000,50000,50000,50000,37387,12613,12451,37549,49838,50162,49676,50324,0.648,0.648,0.648
66,50000,50000,50000,50000,37513,12487,12517,37483,50030,49970,50060,49940,0.12,0.12,0.12
67,50000,50000,50000,50000,37626,12374,12530,37470,50156,49844,50312,49688,0.624,0.624,0.624
68,50000,50000,50000,50000,37547,12453,12525,37475,50072,49928,50144,49856,0.288,0.288,0.288
69,50000,50000,50000,50000,37554,12446,12497,37503,50051,49949,50102,49898,0.204,0.204,0.204
70,50000,50000,50000,50000,37549,12451,12609,37391,50158,49842,50316,49684,0.632,0.632,0.632
71,50000,50000,50000,50000,37742,12258,12467,37533,50209,49791,50418,49582,0.836,0.836,0.836
72,50000,50000,50000,50000,37390,12610,12439,37561,49829,50171,49658,50342,0.684,0.684,0.684
73,50000,50000,50000,50000,37425,12575,12472,37528,49897,50103,49794,50206,0.412,0.412,0.412
74,50000,50000,50000,50000,37605,12395,12431,37569,50036,49964,50072,49928,0.144,0.144,0.144
75,50000,50000,50000,50000,37368,12632,12465,37535,49833,50167,49666,50334,0.668,0.668,0.668
76,50000,50000,50000,50000,37472,12528,12479,37521,49951,50049,49902,50098,0.196,0.196,0.196
77,50000,50000,50000,50000,37600,12400,12388,37612,49988,50012,49976,50024,0.048,0.048,0.048
78,50000,50000,50000,50000,37410,12590,12465,37535,49875,50125,49750,50250,0.5,0.5,0.5
79,50000,50000,50000,50000,37569,12431,12577,37423,50146,49854,50292,49708,0.584,0.584,0.584
80,50000,50000,50000,50000,37459,12541,12550,37450,50009,49991,50018,49982,0.036,0.036,0.036
81,50000,50000,50000,50000,37420,12580,12468,37532,49888,50112,49776,50224,0.448,0.448,0.448
82,50000,50000,50000,50000,37416,12584,12355,37645,49771,50229,49542,50458,0.916,0.916,0.916
83,50000,50000,50000,50000,37543,12457,12521,37479,50064,49936,50128,49872,0.256,0.256,0.256
84,50000,50000,50000,50000,37619,12381,12706,37294,50325,49675,50650,49350,1.3,1.3,1.3
85,50000,50000,50000,50000,37464,12536,12746,37254,50210,49790,50420,49580,0.84,0.84,0.84
86,50000,50000,50000,50000,37390,12610,12447,37553,49837,50163,49674,50326,0.652,0.652,0.652
87,50000,50000,50000,50000,37317,12683,12371,37629,49688,50312,49376,50624,1.248,1.248,1.248
88,50000,50000,50000,50000,37519,12481,12390,37610,49909,50091,49818,50182,0.364,0.364,0.364
89,50000,50000,50000,50000,37635,12365,12589,37411,50224,49776,50448,49552,0.896,0.896,0.896
90,50000,50000,50000,50000,37633,12367,12570,37430,50203,49797,50406,49594,0.812,0.812,0.812
91,50000,50000,50000,50000,37514,12486,12530,37470,50044,49956,50088,49912,0.176,0.176,0.176
92,50000,50000,50000,50000,37672,12328,12517,37483,50189,49811,50378,49622,0.756,0.756,0.756
93,50000,50000,50000,50000,37593,12407,12322,37678,49915,50085,49830,50170,0.34,0.34,0.34
94,50000,50000,50000,50000,37438,12562,12367,37633,49805,50195,49610,50390,0.78,0.78,0.78
95,50000,50000,50000,50000,37452,12548,12462,37538,49914,50086,49828,50172,0.344,0.344,0.344
96,50000,50000,50000,50000,37477,12523,12505,37495,49982,50018,49964,50036,0.072,0.072,0.072
97,50000,50000,50000,50000,37384,12616,12491,37509,49875,50125,49750,50250,0.5,0.5,0.5
98,50000,50000,50000,50000,37639,12361,12516,37484,50155,49845,50310,49690,0.62,0.62,0.62
99,50000,50000,50000,50000,37464,12536,12466,37534,49930,50070,49860,50140,0.28,0.28,0.28
