sim_index,c1_actual,c2_actual,i1_expected,i2_expected,c1_to_i1,c1_to_i2,c2_to_i1,c2_to_i2,i1_counted,i2_counted,c1_computed,c2_computed,c1_percent_error,c2_percent_error,max_percent_error
0,50000,50000,50000,50000,47545,2455,2381,47619,49926,50074,49918,50082,0.164,0.164,0.164
1,50000,50000,50000,50000,47577,2423,2628,47372,50205,49795,50228,49772,0.456,0.456,0.456
2,50000,50000,50000,50000,47513,2487,2497,47503,50010,49990,50011,49989,0.022,0.022,0.022
3,50000,50000,50000,50000,47496,2504,2492,47508,49988,50012,49987,50013,0.026,0.026,0.026
4,50000,50000,50000,50000,47453,2547,2536,47464,49989,50011,49988,50012,0.024,0.024,0.024
5,50000,50000,50000,50000,47455,2545,2489,47511,49944,50056,49938,50062,0.124,0.124,0.124
6,50000,50000,50000,50000,47476,2524,2467,47533,49943,50057,49937,50063,0.126,0.126,0.126
7,50000,50000,50000,50000,47468,2532,2418,47582,49886,50114,49873,50127,0.254,0.254,0.254
8,50000,50000,50000,50000,47436,2564,2488,47512,49924,50076,49916,50084,0.168,0.168,0.168
9,50000,50000,50000,50000,47541,2459,2429,47571,49970,50030,49967,50033,0.066,0.066,0.066
10,50000,50000,50000,50000,47515,2485,2546,47454,50061,49939,50068,49932,0.136,0.136,0.136
11,50000,50000,50000,50000,47597,2403,2496,47504,50093,49907,50103,49897,0.206,0.206,0.206
12,50000,50000,50000,50000,47562,2438,2493,47507,50055,49945,50061,49939,0.122,0.122,0.122
13,50000,50000,50000,50000,47547,2453,2508,47492,50055,49945,50061,49939,0.122,0.122,0.122
14,50000,50000,50000,50000,47607,2393,2548,47452,50155,49845,50172,49828,0.344,0.344,0.344
15,50000,50000,50000,50000,47632,2368,2509,47491,50141,49859,50157,49843,0.314,0.314,0.314
16,50000,50000,50000,50000,47535,2465,2527,47473,50062,49938,50069,49931,0.138,0.138,0.138
17,50000,50000,50000,50000,47580,2420,2477,47523,50057,49943,50063,49937,0.126,0.126,0.126
18,50000,50000,50000,50000,47471,2529,2461,47539,49932,50068,49924,50076,0.152,0.152,0.152
19,50000,50000,50000,50000,47459,2541,2481,47519,49940,50060,49933,50067,0.134,0.134,0.134
20,50000,50000,50000,50000,47494,2506,2469,47531,49963,50037,49959,50041,0.082,0.082,0.082
21,50000,50000,50000,50000,47513,2487,2552,47448,50065,49935,50072,49928,0.144,0.144,0.144
22,50000,50000,50000,50000,47449,2551,2559,47441,50008,49992,50009,49991,0.018,0.018,0.018
23,50000,50000,50000,50000,47527,2473,2549,47451,50076,49924,50084,49916,0.168,0.168,0.168
24,50000,50000,50000,50000,47465,2535,2536,47464,50001,49999,50001,49999,0.002,0.002,0.002
25,50000,50000,50000,50000,47485,2515,2503,47497,49988,50012,49987,50013,0.026,0.026,0.026
26,50000,50000,50000,50000,47583,2417,2362,47638,49945,50055,49939,50061,0.122,0.122,0.122
27,50000,50000,50000,50000,47401,2599,2450,47550,49851,50149,49834,50166,0.332,0.332,0.332
28,50000,50000,50000,50000,47434,2566,2444,47556,49878,50122,49864,50136,0.272,0.272,0.272
29,50000,50000,50000,50000,47483,2517,2489,47511,49972,50028,49969,50031,0.062,0.062,0.062
30,50000,50000,50000,50000,47490,2510,2549,47451,50039,49961,50043,49957,0.086,0.086,0.086
31,50000,50000,50000,50000,47446,2554,2469,47531,49915,50085,49906,50094,0.188,0.188,0.188
32,50000,50000,50000,50000,47524,2476,2601,47399,50125,49875,50139,49861,0.278,0.278,0.278
33,50000,50000,50000,50000,47391,2609,2374,47626,49765,50235,49739,50261,0.522,0.522,0.522
34,50000,50000,50000,50000,47430,2570,2452,47548,49882,50118,49869,50131,0.262,0.262,0.262
35,50000,50000,50000,50000,47470,2530,2514,47486,49984,50016,49982,50018,0.036,0.036,0.036
36,50000,50000,50000,50000,47483,2517,2539,47461,50022,49978,50024,49976,0.048,0.048,0.048
37,50000,50000,50000,50000,47518,2482,2505,47495,50023,49977,50026,49974,0.052,0.052,0.052
38,50000,50000,50000,50000,47527,2473,2524,47476,50051,49949,50057,49943,0.114,0.114,0.114
39,50000,50000,50000,50000,47519,2481,2532,47468,50051,49949,50057,49943,0.114,0.114,0.114
40,50000,50000,50000,50000,47433,2567,2516,47484,49949,50051,49943,50057,0.114,0.114,0.114
41,50000,50000,50000,50000,47533,2467,2474,47526,50007,49993,50008,49992,0.016,0.016,0.016
42,50000,50000,50000,50000,47513,2487,2511,47489,50024,49976,50027,49973,0.054,0.054,0.054
43,50000,50000,50000,50000,47468,2532,2456,47544,49924,50076,49916,50084,0.168,0.168,0.168
44,50000,50000,50000,50000,47537,2463,2554,47446,50091,49909,50101,49899,0.202,0.202,0.202
45,50000,50000,50000,50000,47556,2444,2497,47503,50053,49947,50059,49941,0.118,0.118,0.118
46,50000,50000,50000,50000,47561,2439,2482,47518,50043,49957,50048,49952,0.096,0.096,0.096
47,50000,50000,50000,50000,47383,2617,2529,47471,49912,50088,49902,50098,0.196,0.196,0.196
48,50000,50000,50000,50000,47524,2476,2509,47491,50033,49967,50037,49963,0.074,0.074,0.074
49,50000,50000,50000,50000,47460,2540,2508,47492,49968,50032,49964,50036,0.072,0.072,0.072
50,50000,50000,50000,50000,47509,2491,2525,47475,50034,49966,50038,49962,0.076,0.076,0.076
51,50000,50000,50000,50000,47558,2442,2549,47451,50107,49893,50119,49881,0.238,0.238,0.238
52,50000,50000,50000,50000,47562,2438,2460,47540,50022,49978,50024,49976,0.048,0.048,0.048
53,50000,50000,50000,50000,47479,2521,2397,47603,49876,50124,49862,50138,0.276,0.276,0.276
54,50000,50000,50000,50000,47495,2505,2431,47569,49926,50074,49918,50082,0.164,0.164,0.164
55,50000,50000,50000,50000,47523,2477,2465,47535,49988,50012,49987,50013,0.026,0.026,0.026
56,50000,50000,50000,50000,47421,2579,2496,47504,49917,50083,49908,50092,0.184,0.184,0.184
57,50000,50000,50000,50000,47504,2496,2519,47481,50023,49977,50026,49974,0.052,0.052,0.052
58,50000,50000,50000,50000,47470,2530,2459,47541,49929,50071,49921,50079,0.158,0.158,0.158
59,50000,50000,50000,50000,47437,2563,2405,47595,49842,50158,49824,50176,0.352,0.352,0.352
60,50000,50000,50000,50000,47569,2431,2521,47479,50090,49910,50100,49900,0.2,0.2,0.2
61,50000,50000,50000,50000,47471,2529,2529,47471,50000,50000,50000,50000,0.0,0.0,0.0
62,50000,50000,50000,50000,47556,2444,2492,47508,50048,49952,50053,49947,0.106,0.106,0.106
63,50000,50000,50000,50000,47537,2463,2551,47449,50088,49912,50098,49902,0.196,0.196,0.196
64,50000,50000,50000,50000,47462,2538,2603,47397,50065,49935,50072,49928,0.144,0.144,0.144
65,50000,50000,50000,50000,47405,2595,2475,47525,49880,50120,49867,50133,0.266,0.266,0.266
66,50000,50000,50000,50000,47473,2527,2546,47454,50019,49981,50021,49979,0.042,0.042,0.042
67,50000,50000,50000,50000,47445,2555,2539,47461,49984,50016,49982,50018,0.036,0.036,0.036
68,50000,50000,50000,50000,47446,2554,2581,47419,50027,49973,50030,49970,0.06,0.06,0.06
69,50000,50000,50000,50000,47446,2554,2442,47558,49888,50112,49876,50124,0.248,0.248,0.248
70,50000,50000,50000,50000,47529,2471,2576,47424,50105,49895,50117,49883,0.234,0.234,0.234
71,50000,50000,50000,50000,47454,2546,2464,47536,49918,50082,49909,50091,0.182,0.182,0.182
72,50000,50000,50000,50000,47492,2508,2485,47515,49977,50023,49974,50026,0.052,0.052,0.052
73,50000,50000,50000,50000,47463,2537,2523,47477,49986,50014,49984,50016,0.032,0.032,0.032
74,50000,50000,50000,50000,47489,2511,2509,47491,49998,50002,49998,50002,0.004,0.004,0.004
75,50000,50000,50000,50000,47505,2495,2582,47418,50087,49913,50097,49903,0.194,0.194,0.194
76,50000,50000,50000,50000,47524,2476,2473,47527,49997,50003,49997,50003,0.006,0.006,0.006
77,50000,50000,50000,50000,47484,2516,2494,47506,49978,50022,49976,50024,0.048,0.048,0.048
78,50000,50000,50000,50000,47490,2510,2531,47469,50021,49979,50023,49977,0.046,0.046,0.046
79,50000,50000,50000,50000,47475,2525,2504,47496,49979,50021,49977,50023,0.046,0.046,0.046
80,50000,50000,50000,50000,47535,2465,2496,47504,50031,49969,50034,49966,0.068,0.068,0.068
81,50000,50000,50000,50000,47545,2455,2576,47424,50121,49879,50134,49866,0.268,0.268,0.268
82,50000,50000,50000,50000,47517,2483,2535,47465,50052,49948,50058,49942,0.116,0.116,0.116
83,50000,50000,50000,50000,47474,2526,2452,47548,49926,50074,49918,50082,0.164,0.164,0.164
84,50000,50000,50000,50000,47581,2419,2409,47591,49990,50010,49989,50011,0.022,0.022,0.022
85,50000,50000,50000,50000,47537,2463,2451,47549,49988,50012,49987,50013,0.026,0.026,0.026
86,50000,50000,50000,50000,47588,2412,2532,47468,50120,49880,50133,49867,0.266,0.266,0.266
87,50000,50000,50000,50000,47545,2455,2505,47495,50050,49950,50056,49944,0.112,0.112,0.112
88,50000,50000,50000,50000,47444,2556,2519,47481,49963,50037,49959,50041,0.082,0.082,0.082
89,50000,50000,50000,50000,47518,2482,2399,47601,49917,50083,49908,50092,0.184,0.184,0.184
90,50000,50000,50000,50000,47478,2522,2561,47439,50039,49961,50043,49957,0.086,0.086,0.086
91,50000,50000,50000,50000,47506,2494,2508,47492,50014,49986,50016,49984,0.032,0.032,0.032
92,50000,50000,50000,50000,47470,2530,2568,47432,50038,49962,50042,49958,0.084,0.084,0.084
93,50000,50000,50000,50000,47459,2541,2587,47413,50046,49954,50051,49949,0.102,0.102,0.102
94,50000,50000,50000,50000,47506,2494,2537,47463,50043,49957,50048,49952,0.096,0.096,0.096
95,50000,50000,50000,50000,47486,2514,2510,47490,49996,50004,49996,50004,0.008,0.008,0.008
96,50000,50000,50000,50000,47448,2552,2524,47476,49972,50028,49969,50031,0.062,0.062,0.062
97,50000,50000,50000,50000,47514,2486,2490,47510,50004,49996,50004,49996,0.008,0.008,0.008
98,50000,50000,50000,50000,47538,2462,2451,47549,49989,50011,49988,50012,0.024,0.024,0.024
99,50000,50000,50000,50000,47514,2486,2522,47478,50036,49964,50040,49960,0.08,0.08,0.08
