sim_index,c1_actual,c2_actual,i1_expected,i2_expected,c1_to_i1,c1_to_i2,c2_to_i1,c2_to_i2,i1_counted,i2_counted,c1_computed,c2_computed,c1_percent_error,c2_percent_error,max_percent_error
0,50000,50000,50000,50000,32535,17465,17439,32561,49974,50026,49913,50087,0.174,0.174,0.174
1,50000,50000,50000,50000,32578,17422,17528,32472,50106,49894,50353,49647,0.706,0.706,0.706
2,50000,50000,50000,50000,32444,17556,17494,32506,49938,50062,49793,50207,0.414,0.414,0.414
3,50000,50000,50000,50000,32558,17442,17500,32500,50058,49942,50193,49807,0.386,0.386,0.386
4,50000,50000,50000,50000,32491,17509,17569,32431,50060,49940,50200,49800,0.4,0.4,0.4
5,50000,50000,50000,50000,32479,17521,17669,32331,50148,49852,50493,49507,0.986,0.986,0.986
6,50000,50000,50000,50000,32667,17333,17540,32460,50207,49793,50690,49310,1.38,1.38,1.38
7,50000,50000,50000,50000,32495,17505,17399,32601,49894,50106,49647,50353,0.706,0.706,0.706
8,50000,50000,50000,50000,32460,17540,17595,32405,50055,49945,50183,49817,0.366,0.366,0.366
9,50000,50000,50000,50000,32451,17549,17368,32632,49819,50181,49397,50603,1.206,1.206,1.206
10,50000,50000,50000,50000,32469,17531,17394,32606,49863,50137,49543,50457,0.914,0.914,0.914
11,50000,50000,50000,50000,32374,17626,17463,32537,49837,50163,49457,50543,1.086,1.086,1.086
12,50000,50000,50000,50000,32563,17437,17607,32393,50170,49830,50567,49433,1.134,1.134,1.134
13,50000,50000,50000,50000,32717,17283,17447,32553,50164,49836,50547,49453,1.094,1.094,1.094
14,50000,50000,50000,50000,32557,17443,17373,32627,49930,50070,49767,50233,0.466,0.466,0.466
15,50000,50000,50000,50000,32328,17672,17607,32393,49935,50065,49783,50217,0.434,0.434,0.434
16,50000,50000,50000,50000,32592,17408,17374,32626,49966,50034,49887,50113,0.226,0.226,0.226
17,50000,50000,50000,50000,32475,17525,17308,32692,49783,50217,49277,50723,1.446,1.446,1.446
