sim_index,c1_actual,c2_actual,i1_expected,i2_expected,c1_to_i1,c1_to_i2,c2_to_i1,c2_to_i2,i1_counted,i2_counted,c1_computed,c2_computed,c1_percent_error,c2_percent_error,max_percent_error
0,50000,50000,50000,50000,35056,14944,14950,35050,50006,49994,50015,49985,0.03,0.03,0.03
1,50000,50000,50000,50000,35096,14904,15070,34930,50166,49834,50415,49585,0.83,0.83,0.83
2,50000,50000,50000,50000,34917,15083,14904,35096,49821,50179,49553,50447,0.894,0.894,0.894
3,50000,50000,50000,50000,34810,15190,15137,34863,49947,50053,49868,50132,0.264,0.264,0.264
4,50000,50000,50000,50000,35152,14848,14960,35040,50112,49888,50280,49720,0.56,0.56,0.56
5,50000,50000,50000,50000,35051,14949,14983,35017,50034,49966,50085,49915,0.17,0.17,0.17
6,50000,50000,50000,50000,35224,14776,14935,35065,50159,49841,50398,49602,0.796,0.796,0.796
7,50000,50000,50000,50000,34988,15012,14986,35014,49974,50026,49935,50065,0.13,0.13,0.13
8,50000,50000,50000,50000,35287,14713,14988,35012,50275,49725,50688,49312,1.376,1.376,1.376
9,50000,50000,50000,50000,34948,15052,15029,34971,49977,50023,49943,50057,0.114,0.114,0.114
