sim_index,c1_actual,c2_actual,i1_expected,i2_expected,c1_to_i1,c1_to_i2,c2_to_i1,c2_to_i2,i1_counted,i2_counted,c1_computed,c2_computed,c1_percent_error,c2_percent_error,max_percent_error
0,50000,50000,50000,50000,35009,14991,15151,34849,50160,49840,50400,49600,0.8,0.8,0.8
1,50000,50000,50000,50000,35098,14902,14923,35077,50021,49979,50053,49947,0.106,0.106,0.106
2,50000,50000,50000,50000,35130,14870,15038,34962,50168,49832,50420,49580,0.84,0.84,0.84
3,50000,50000,50000,50000,34964,15036,14908,35092,49872,50128,49680,50320,0.64,0.64,0.64
4,50000,50000,50000,50000,35001,14999,14886,35114,49887,50113,49718,50282,0.564,0.564,0.564
5,50000,50000,50000,50000,35073,14927,15022,34978,50095,49905,50238,49762,0.476,0.476,0.476
6,50000,50000,50000,50000,34866,15134,14979,35021,49845,50155,49613,50387,0.774,0.774,0.774
7,50000,50000,50000,50000,34907,15093,15025,34975,49932,50068,49830,50170,0.34,0.34,0.34
8,50000,50000,50000,50000,35035,14965,14762,35238,49797,50203,49493,50507,1.014,1.014,1.014
9,50000,50000,50000,50000,34985,15015,14929,35071,49914,50086,49785,50215,0.43,0.43,0.43
