sim_index,c1_actual,c2_actual,i1_expected,i2_expected,c1_to_i1,c1_to_i2,c2_to_i1,c2_to_i2,i1_counted,i2_counted,c1_computed,c2_computed,c1_percent_error,c2_percent_error,max_percent_error
0,50000,50000,50000,50000,34978,15022,14925,35075,49903,50097,49758,50242,0.484,0.484,0.484
1,50000,50000,50000,50000,34948,15052,15026,34974,49974,50026,49935,50065,0.13,0.13,0.13
2,50000,50000,50000,50000,34872,15128,15085,34915,49957,50043,49893,50107,0.214,0.214,0.214
3,50000,50000,50000,50000,34986,15014,14926,35074,49912,50088,49780,50220,0.44,0.44,0.44
4,50000,50000,50000,50000,34904,15096,14753,35247,49657,50343,49143,50857,1.714,1.714,1.714
5,50000,50000,50000,50000,35044,14956,14923,35077,49967,50033,49918,50082,0.164,0.164,0.164
6,50000,50000,50000,50000,34856,15144,14926,35074,49782,50218,49455,50545,1.09,1.09,1.09
7,50000,50000,50000,50000,34994,15006,14920,35080,49914,50086,49785,50215,0.43,0.43,0.43
8,50000,50000,50000,50000,34882,15118,15001,34999,49883,50117,49708,50292,0.584,0.584,0.584
9,50000,50000,50000,50000,35023,14977,15029,34971,50052,49948,50130,49870,0.26,0.26,0.26
10,50000,50000,50000,50000,34860,15140,14874,35126,49734,50266,49335,50665,1.33,1.33,1.33
11,50000,50000,50000,50000,35034,14966,14904,35096,49938,50062,49845,50155,0.31,0.31,0.31
12,50000,50000,50000,50000,35037,14963,15071,34929,50108,49892,50270,49730,0.54,0.54,0.54
13,50000,50000,50000,50000,34903,15097,14946,35054,49849,50151,49623,50377,0.754,0.754,0.754
14,50000,50000,50000,50000,35143,14857,14864,35136,50007,49993,50018,49982,0.036,0.036,0.036
15,50000,50000,50000,50000,34926,15074,15088,34912,50014,49986,50035,49965,0.07,0.07,0.07
16,50000,50000,50000,50000,35011,14989,14947,35053,49958,50042,49895,50105,0.21,0.21,0.21
17,50000,50000,50000,50000,35177,14823,15090,34910,50267,49733,50668,49332,1.336,1.336,1.336
18,50000,50000,50000,50000,35026,14974,14931,35069,49957,50043,49893,50107,0.214,0.214,0.214
19,50000,50000,50000,50000,35133,14867,14930,35070,50063,49937,50158,49842,0.316,0.316,0.316
20,50000,50000,50000,50000,34826,15174,14887,35113,49713,50287,49283,50717,1.434,1.434,1.434
21,50000,50000,50000,50000,34919,15081,15007,34993,49926,50074,49815,50185,0.37,0.37,0.37
22,50000,50000,50000,50000,34987,15013,15076,34924,50063,49937,50158,49842,0.316,0.316,0.316
23,50000,50000,50000,50000,34974,15026,14977,35023,49951,50049,49878,50122,0.244,0.244,0.244
24,50000,50000,50000,50000,35059,14941,14935,35065,49994,50006,49985,50015,0.03,0.03,0.03
25,50000,50000,50000,50000,34991,15009,14915,35085,49906,50094,49765,50235,0.47,0.47,0.47
26,50000,50000,50000,50000,35013,14987,14864,35136,49877,50123,49693,50307,0.614,0.614,0.614
27,50000,50000,50000,50000,34871,15129,14963,35037,49834,50166,49585,50415,0.83,0.83,0.83
28,50000,50000,50000,50000,35031,14969,15107,34893,50138,49862,50345,49655,0.69,0.69,0.69
29,50000,50000,50000,50000,34925,15075,14853,35147,49778,50222,49445,50555,1.11,1.11,1.11
30,50000,50000,50000,50000,34825,15175,14903,35097,49728,50272,49320,50680,1.36,1.36,1.36
31,50000,50000,50000,50000,34882,15118,15050,34950,49932,50068,49830,50170,0.34,0.34,0.34
32,50000,50000,50000,50000,35139,14861,14990,35010,50129,49871,50323,49677,0.646,0.646,0.646
33,50000,50000,50000,50000,34890,15110,14997,35003,49887,50113,49718,50282,0.564,0.564,0.564
34,50000,50000,50000,50000,35213,14787,14970,35030,50183,49817,50458,49542,0.916,0.916,0.916
35,50000,50000,50000,50000,34979,15021,15047,34953,50026,49974,50065,49935,0.13,0.13,0.13
36,50000,50000,50000,50000,35048,14952,15035,34965,50083,49917,50208,49792,0.416,0.416,0.416
37,50000,50000,50000,50000,34895,15105,15022,34978,49917,50083,49793,50207,0.414,0.414,0.414
38,50000,50000,50000,50000,34937,15063,14993,35007,49930,50070,49825,50175,0.35,0.35,0.35
39,50000,50000,50000,50000,34866,15134,14902,35098,49768,50232,49420,50580,1.16,1.16,1.16
40,50000,50000,50000,50000,35061,14939,15056,34944,50117,49883,50293,49707,0.586,0.586,0.586
41,50000,50000,50000,50000,35090,14910,15049,34951,50139,49861,50348,49652,0.696,0.696,0.696
42,50000,50000,50000,50000,34988,15012,15094,34906,50082,49918,50205,49795,0.41,0.41,0.41
43,50000,50000,50000,50000,34956,15044,14950,35050,49906,50094,49765,50235,0.47,0.47,0.47
44,50000,50000,50000,50000,34973,15027,14928,35072,49901,50099,49753,50247,0.494,0.494,0.494
45,50000,50000,50000,50000,34945,15055,14955,35045,49900,50100,49750,50250,0.5,0.5,0.5
46,50000,50000,50000,50000,34909,15091,15017,34983,49926,50074,49815,50185,0.37,0.37,0.37
47,50000,50000,50000,50000,34912,15088,15056,34944,49968,50032,49920,50080,0.16,0.16,0.16
48,50000,50000,50000,50000,35167,14833,15136,34864,50303,49697,50758,49242,1.516,1.516,1.516
49,50000,50000,50000,50000,35029,14971,14923,35077,49952,50048,49880,50120,0.24,0.24,0.24
50,50000,50000,50000,50000,34984,15016,15026,34974,50010,49990,50025,49975,0.05,0.05,0.05
51,50000,50000,50000,50000,34814,15186,15050,34950,49864,50136,49660,50340,0.68,0.68,0.68
52,50000,50000,50000,50000,34927,15073,14882,35118,49809,50191,49523,50477,0.954,0.954,0.954
53,50000,50000,50000,50000,35037,14963,14880,35120,49917,50083,49793,50207,0.414,0.414,0.414
54,50000,50000,50000,50000,34817,15183,15029,34971,49846,50154,49615,50385,0.77,0.77,0.77
55,50000,50000,50000,50000,35007,14993,14794,35206,49801,50199,49503,50497,0.994,0.994,0.994
56,50000,50000,50000,50000,35071,14929,15045,34955,50116,49884,50290,49710,0.58,0.58,0.58
57,50000,50000,50000,50000,34806,15194,15033,34967,49839,50161,49598,50402,0.804,0.804,0.804
58,50000,50000,50000,50000,35061,14939,14837,35163,49898,50102,49745,50255,0.51,0.51,0.51
59,50000,50000,50000,50000,35072,14928,14993,35007,50065,49935,50163,49837,0.326,0.326,0.326
60,50000,50000,50000,50000,34982,15018,14953,35047,49935,50065,49838,50162,0.324,0.324,0.324
61,50000,50000,50000,50000,34872,15128,14878,35122,49750,50250,49375,50625,1.25,1.25,1.25
62,50000,50000,50000,50000,35182,14818,14901,35099,50083,49917,50208,49792,0.416,0.416,0.416
63,50000,50000,50000,50000,34941,15059,14906,35094,49847,50153,49618,50382,0.764,0.764,0.764
64,50000,50000,50000,50000,34994,15006,15070,34930,50064,49936,50160,49840,0.32,0.32,0.32
65,50000,50000,50000,50000,34946,15054,14881,35119,49827,50173,49568,50432,0.864,0.864,0.864
66,50000,50000,50000,50000,34929,15071,15101,34899,50030,49970,50075,49925,0.15,0.15,0.15
67,50000,50000,50000,50000,34761,15239,15049,34951,49810,50190,49525,50475,0.95,0.95,0.95
68,50000,50000,50000,50000,34912,15088,15033,34967,49945,50055,49863,50137,0.274,0.274,0.274
69,50000,50000,50000,50000,35180,14820,15047,34953,50227,49773,50568,49432,1.136,1.136,1.136
70,50000,50000,50000,50000,35174,14826,14992,35008,50166,49834,50415,49585,0.83,0.83,0.83
71,50000,50000,50000,50000,35071,14929,14958,35042,50029,49971,50073,49927,0.146,0.146,0.146
72,50000,50000,50000,50000,34996,15004,14930,35070,49926,50074,49815,50185,0.37,0.37,0.37
73,50000,50000,50000,50000,34747,15253,14999,35001,49746,50254,49365,50635,1.27,1.27,1.27
74,50000,50000,50000,50000,34848,15152,14749,35251,49597,50403,48993,51007,2.014,2.014,2.014
