sim_index,c1_actual,c2_actual,i1_expected,i2_expected,c1_to_i1,c1_to_i2,c2_to_i1,c2_to_i2,i1_counted,i2_counted,c1_computed,c2_computed,c1_percent_error,c2_percent_error,max_percent_error
0,50000,50000,50000,50000,34868,15132,15022,34978,49890,50110,49725,50275,0.55,0.55,0.55
1,50000,50000,50000,50000,35267,14733,14956,35044,50223,49777,50558,49442,1.116,1.116,1.116
2,50000,50000,50000,50000,34935,15065,14860,35140,49795,50205,49488,50512,1.024,1.024,1.024
3,50000,50000,50000,50000,34948,15052,15079,34921,50027,49973,50068,49932,0.136,0.136,0.136
4,50000,50000,50000,50000,34820,15180,15044,34956,49864,50136,49660,50340,0.68,0.68,0.68
5,50000,50000,50000,50000,34888,15112,15015,34985,49903,50097,49758,50242,0.484,0.484,0.484
6,50000,50000,50000,50000,34941,15059,14845,35155,49786,50214,49465,50535,1.07,1.07,1.07
7,50000,50000,50000,50000,34878,15122,14989,35011,49867,50133,49668,50332,0.664,0.664,0.664
8,50000,50000,50000,50000,34776,15224,15019,34981,49795,50205,49488,50512,1.024,1.024,1.024
9,50000,50000,50000,50000,34903,15097,14985,35015,49888,50112,49720,50280,0.56,0.56,0.56
10,50000,50000,50000,50000,34936,15064,15110,34890,50046,49954,50115,49885,0.23,0.23,0.23
11,50000,50000,50000,50000,35082,14918,15012,34988,50094,49906,50235,49765,0.47,0.47,0.47
12,50000,50000,50000,50000,35105,14895,15112,34888,50217,49783,50543,49457,1.086,1.086,1.086
13,50000,50000,50000,50000,34977,15023,15156,34844,50133,49867,50333,49667,0.666,0.666,0.666
14,50000,50000,50000,50000,35214,14786,15057,34943,50271,49729,50678,49322,1.356,1.356,1.356
15,50000,50000,50000,50000,34967,15033,15012,34988,49979,50021,49948,50052,0.104,0.104,0.104
16,50000,50000,50000,50000,34970,15030,14933,35067,49903,50097,49758,50242,0.484,0.484,0.484
17,50000,50000,50000,50000,35019,14981,15063,34937,50082,49918,50205,49795,0.41,0.41,0.41
18,50000,50000,50000,50000,34949,15051,14983,35017,49932,50068,49830,50170,0.34,0.34,0.34
19,50000,50000,50000,50000,35020,14980,14938,35062,49958,50042,49895,50105,0.21,0.21,0.21
20,50000,50000,50000,50000,34979,15021,14898,35102,49877,50123,49693,50307,0.614,0.614,0.614
21,50000,50000,50000,50000,35063,14937,14956,35044,50019,49981,50048,49952,0.096,0.096,0.096
22,50000,50000,50000,50000,35033,14967,14877,35123,49910,50090,49775,50225,0.45,0.45,0.45
23,50000,50000,50000,50000,34978,15022,14850,35150,49828,50172,49570,50430,0.86,0.86,0.86
24,50000,50000,50000,50000,34997,15003,14899,35101,49896,50104,49740,50260,0.52,0.52,0.52
25,50000,50000,50000,50000,34995,15005,15024,34976,50019,49981,50048,49952,0.096,0.096,0.096
26,50000,50000,50000,50000,35008,14992,14941,35059,49949,50051,49873,50127,0.254,0.254,0.254
27,50000,50000,50000,50000,34917,15083,14964,35036,49881,50119,49703,50297,0.594,0.594,0.594
28,50000,50000,50000,50000,35086,14914,15132,34868,50218,49782,50545,49455,1.09,1.09,1.09
29,50000,50000,50000,50000,34952,15048,14831,35169,49783,50217,49458,50542,1.084,1.084,1.084
30,50000,50000,50000,50000,35031,14969,14998,35002,50029,49971,50073,49927,0.146,0.146,0.146
31,50000,50000,50000,50000,34828,15172,14845,35155,49673,50327,49183,50817,1.634,1.634,1.634
32,50000,50000,50000,50000,35078,14922,15016,34984,50094,49906,50235,49765,0.47,0.47,0.47
33,50000,50000,50000,50000,34892,15108,14979,35021,49871,50129,49678,50322,0.644,0.644,0.644
34,50000,50000,50000,50000,34897,15103,14909,35091,49806,50194,49515,50485,0.97,0.97,0.97
35,50000,50000,50000,50000,34955,15045,15149,34851,50104,49896,50260,49740,0.52,0.52,0.52
36,50000,50000,50000,50000,35125,14875,14984,35016,50109,49891,50273,49727,0.546,0.546,0.546
37,50000,50000,50000,50000,34843,15157,15046,34954,49889,50111,49723,50277,0.554,0.554,0.554
38,50000,50000,50000,50000,34887,15113,15019,34981,49906,50094,49765,50235,0.47,0.47,0.47
39,50000,50000,50000,50000,34970,15030,15031,34969,50001,49999,50003,49997,0.006,0.006,0.006
40,50000,50000,50000,50000,35188,14812,14885,35115,50073,49927,50183,49817,0.366,0.366,0.366
41,50000,50000,50000,50000,34961,15039,14849,35151,49810,50190,49525,50475,0.95,0.95,0.95
42,50000,50000,50000,50000,34779,15221,14997,35003,49776,50224,49440,50560,1.12,1.12,1.12
43,50000,50000,50000,50000,34974,15026,15002,34998,49976,50024,49940,50060,0.12,0.12,0.12
44,50000,50000,50000,50000,34946,15054,14891,35109,49837,50163,49593,50407,0.814,0.814,0.814
45,50000,50000,50000,50000,35154,14846,15102,34898,50256,49744,50640,49360,1.28,1.28,1.28
46,50000,50000,50000,50000,35050,14950,14998,35002,50048,49952,50120,49880,0.24,0.24,0.24
47,50000,50000,50000,50000,34874,15126,15164,34836,50038,49962,50095,49905,0.19,0.19,0.19
48,50000,50000,50000,50000,34833,15167,14983,35017,49816,50184,49540,50460,0.92,0.92,0.92
49,50000,50000,50000,50000,35020,14980,15015,34985,50035,49965,50088,49912,0.176,0.176,0.176
50,50000,50000,50000,50000,34893,15107,15004,34996,49897,50103,49743,50257,0.514,0.514,0.514
51,50000,50000,50000,50000,34968,15032,14894,35106,49862,50138,49655,50345,0.69,0.69,0.69
52,50000,50000,50000,50000,35177,14823,14948,35052,50125,49875,50313,49687,0.626,0.626,0.626
53,50000,50000,50000,50000,34951,15049,15089,34911,50040,49960,50100,49900,0.2,0.2,0.2
54,50000,50000,50000,50000,34877,15123,14886,35114,49763,50237,49408,50592,1.184,1.184,1.184
55,50000,50000,50000,50000,34897,15103,15115,34885,50012,49988,50030,49970,0.06,0.06,0.06
56,50000,50000,50000,50000,34901,15099,14974,35026,49875,50125,49688,50312,0.624,0.624,0.624
57,50000,50000,50000,50000,35023,14977,15042,34958,50065,49935,50163,49837,0.326,0.326,0.326
58,50000,50000,50000,50000,35073,14927,14940,35060,50013,49987,50033,49967,0.066,0.066,0.066
59,50000,50000,50000,50000,34979,15021,15198,34802,50177,49823,50443,49557,0.886,0.886,0.886
60,50000,50000,50000,50000,35001,14999,14955,35045,49956,50044,49890,50110,0.22,0.22,0.22
61,50000,50000,50000,50000,34961,15039,14904,35096,49865,50135,49663,50337,0.674,0.674,0.674
62,50000,50000,50000,50000,35115,14885,15110,34890,50225,49775,50563,49437,1.126,1.126,1.126
63,50000,50000,50000,50000,35057,14943,15021,34979,50078,49922,50195,49805,0.39,0.39,0.39
64,50000,50000,50000,50000,34961,15039,14795,35205,49756,50244,49390,50610,1.22,1.22,1.22
65,50000,50000,50000,50000,35175,14825,14879,35121,50054,49946,50135,49865,0.27,0.27,0.27
66,50000,50000,50000,50000,34880,15120,14880,35120,49760,50240,49400,50600,1.2,1.2,1.2
67,50000,50000,50000,50000,34955,15045,15229,34771,50184,49816,50460,49540,0.92,0.92,0.92
68,50000,50000,50000,50000,35092,14908,15149,34851,50241,49759,50603,49397,1.206,1.206,1.206
69,50000,50000,50000,50000,35045,14955,14968,35032,50013,49987,50033,49967,0.066,0.066,0.066
70,50000,50000,50000,50000,35168,14832,14882,35118,50050,49950,50125,49875,0.25,0.25,0.25
71,50000,50000,50000,50000,34940,15060,15001,34999,49941,50059,49853,50147,0.294,0.294,0.294
