sim_index,c1_actual,c2_actual,i1_expected,i2_expected,c1_to_i1,c1_to_i2,c2_to_i1,c2_to_i2,i1_counted,i2_counted,c1_computed,c2_computed,c1_percent_error,c2_percent_error,max_percent_error
0,50000,50000,50000,50000,35131,14869,14873,35127,50004,49996,50010,49990,0.02,0.02,0.02
1,50000,50000,50000,50000,34876,15124,15156,34844,50032,49968,50080,49920,0.16,0.16,0.16
2,50000,50000,50000,50000,34742,15258,15056,34944,49798,50202,49495,50505,1.01,1.01,1.01
3,50000,50000,50000,50000,34965,15035,14999,35001,49964,50036,49910,50090,0.18,0.18,0.18
4,50000,50000,50000,50000,34866,15134,14860,35140,49726,50274,49315,50685,1.37,1.37,1.37
5,50000,50000,50000,50000,34960,15040,15062,34938,50022,49978,50055,49945,0.11,0.11,0.11
6,50000,50000,50000,50000,34969,15031,14869,35131,49838,50162,49595,50405,0.81,0.81,0.81
7,50000,50000,50000,50000,35060,14940,14934,35066,49994,50006,49985,50015,0.03,0.03,0.03
8,50000,50000,50000,50000,35114,14886,14955,35045,50069,49931,50173,49827,0.346,0.346,0.346
9,50000,50000,50000,50000,35069,14931,15065,34935,50134,49866,50335,49665,0.67,0.67,0.67
10,50000,50000,50000,50000,34958,15042,14928,35072,49886,50114,49715,50285,0.57,0.57,0.57
11,50000,50000,50000,50000,35143,14857,14906,35094,50049,49951,50123,49877,0.246,0.246,0.246
12,50000,50000,50000,50000,35050,14950,15152,34848,50202,49798,50505,49495,1.01,1.01,1.01
13,50000,50000,50000,50000,34956,15044,15043,34957,49999,50001,49998,50002,0.004,0.004,0.004
14,50000,50000,50000,50000,35114,14886,14933,35067,50047,49953,50118,49882,0.236,0.236,0.236
15,50000,50000,50000,50000,34897,15103,15042,34958,49939,50061,49848,50152,0.304,0.304,0.304
16,50000,50000,50000,50000,34978,15022,15088,34912,50066,49934,50165,49835,0.33,0.33,0.33
17,50000,50000,50000,50000,34976,15024,14899,35101,49875,50125,49688,50312,0.624,0.624,0.624
18,50000,50000,50000,50000,35023,14977,15217,34783,50240,49760,50600,49400,1.2,1.2,1.2
19,50000,50000,50000,50000,35066,14934,15114,34886,50180,49820,50450,49550,0.9,0.9,0.9
20,50000,50000,50000,50000,34874,15126,14940,35060,49814,50186,49535,50465,0.93,0.93,0.93
21,50000,50000,50000,50000,34944,15056,15067,34933,50011,49989,50028,49972,0.056,0.056,0.056
22,50000,50000,50000,50000,35132,14868,15105,34895,50237,49763,50593,49407,1.186,1.186,1.186
23,50000,50000,50000,50000,35050,14950,14962,35038,50012,49988,50030,49970,0.06,0.06,0.06
24,50000,50000,50000,50000,34908,15092,14851,35149,49759,50241,49398,50602,1.204,1.204,1.204
25,50000,50000,50000,50000,35036,14964,14915,35085,49951,50049,49878,50122,0.244,0.244,0.244
26,50000,50000,50000,50000,34953,15047,14979,35021,49932,50068,49830,50170,0.34,0.34,0.34
27,50000,50000,50000,50000,34916,15084,14988,35012,49904,50096,49760,50240,0.48,0.48,0.48
28,50000,50000,50000,50000,34956,15044,14996,35004,49952,50048,49880,50120,0.24,0.24,0.24
29,50000,50000,50000,50000,34939,15061,15067,34933,50006,49994,50015,49985,0.03,0.03,0.03
30,50000,50000,50000,50000,34960,15040,14858,35142,49818,50182,49545,50455,0.91,0.91,0.91
31,50000,50000,50000,50000,34984,15016,14970,35030,49954,50046,49885,50115,0.23,0.23,0.23
32,50000,50000,50000,50000,34890,15110,14926,35074,49816,50184,49540,50460,0.92,0.92,0.92
33,50000,50000,50000,50000,35153,14847,14894,35106,50047,49953,50118,49882,0.236,0.236,0.236
34,50000,50000,50000,50000,35065,14935,15104,34896,50169,49831,50423,49577,0.846,0.846,0.846
35,50000,50000,50000,50000,34876,15124,14996,35004,49872,50128,49680,50320,0.64,0.64,0.64
36,50000,50000,50000,50000,34932,15068,15295,34705,50227,49773,50568,49432,1.136,1.136,1.136
37,50000,50000,50000,50000,35164,14836,15067,34933,50231,49769,50578,49422,1.156,1.156,1.156
38,50000,50000,50000,50000,34908,15092,14957,35043,49865,50135,49663,50337,0.674,0.674,0.674
39,50000,50000,50000,50000,34946,15054,14927,35073,49873,50127,49683,50317,0.634,0.634,0.634
40,50000,50000,50000,50000,35045,14955,14985,35015,50030,49970,50075,49925,0.15,0.15,0.15
41,50000,50000,50000,50000,35149,14851,15109,34891,50258,49742,50645,49355,1.29,1.29,1.29
42,50000,50000,50000,50000,34953,15047,15073,34927,50026,49974,50065,49935,0.13,0.13,0.13
43,50000,50000,50000,50000,34908,15092,14938,35062,49846,50154,49615,50385,0.77,0.77,0.77
44,50000,50000,50000,50000,35108,14892,14909,35091,50017,49983,50043,49957,0.086,0.086,0.086
45,50000,50000,50000,50000,34991,15009,14931,35069,49922,50078,49805,50195,0.39,0.39,0.39
46,50000,50000,50000,50000,34942,15058,15091,34909,50033,49967,50083,49917,0.166,0.166,0.166
47,50000,50000,50000,50000,34962,15038,15059,34941,50021,49979,50053,49947,0.106,0.106,0.106
48,50000,50000,50000,50000,35025,14975,14915,35085,49940,50060,49850,50150,0.3,0.3,0.3
49,50000,50000,50000,50000,35185,14815,15029,34971,50214,49786,50535,49465,1.07,1.07,1.07
