sim_index,c1_actual,c2_actual,i1_expected,i2_expected,c1_to_i1,c1_to_i2,c2_to_i1,c2_to_i2,i1_counted,i2_counted,c1_computed,c2_computed,c1_percent_error,c2_percent_error,max_percent_error
0,500,500,500,500,355,145,150,350,505,495,512,487,2.4,2.6,2.6
1,500,500,500,500,337,163,135,365,472,528,430,570,14.0,14.0,14.0
2,500,500,500,500,352,148,155,345,507,493,518,482,3.6,3.6,3.6
3,500,500,500,500,347,153,147,353,494,506,485,515,3.0,3.0,3.0
4,500,500,500,500,338,162,155,345,493,507,483,517,3.4,3.4,3.4
5,500,500,500,500,347,153,147,353,494,506,485,515,3.0,3.0,3.0
6,500,500,500,500,348,152,153,347,501,499,503,497,0.6,0.6,0.6
7,500,500,500,500,347,153,166,334,513,487,532,467,6.4,6.6,6.6
8,500,500,500,500,351,149,165,335,516,484,540,460,8.0,8.0,8.0
9,500,500,500,500,360,140,144,356,504,496,510,490,2.0,2.0,2.0
10,500,500,500,500,341,159,156,344,497,503,493,507,1.4,1.4,1.4
11,500,500,500,500,352,148,144,356,496,504,490,510,2.0,2.0,2.0
12,500,500,500,500,339,161,150,350,489,511,473,527,5.4,5.4,5.4
13,500,500,500,500,335,165,135,365,470,530,425,575,15.0,15.0,15.0
14,500,500,500,500,332,168,144,356,476,524,440,560,12.0,12.0,12.0
15,500,500,500,500,349,151,140,360,489,511,473,527,5.4,5.4,5.4
16,500,500,500,500,362,138,159,341,521,479,552,447,10.4,10.6,10.6
17,500,500,500,500,353,147,149,351,502,498,505,495,1.0,1.0,1.0
18,500,500,500,500,360,140,157,343,517,483,542,457,8.4,8.6,8.6
19,500,500,500,500,354,146,131,369,485,515,463,537,7.4,7.4,7.4
20,500,500,500,500,335,165,141,359,476,524,440,560,12.0,12.0,12.0
21,500,500,500,500,339,161,151,349,490,510,475,525,5.0,5.0,5.0
22,500,500,500,500,348,152,153,347,501,499,503,497,0.6,0.6,0.6
23,500,500,500,500,351,149,154,346,505,495,512,487,2.4,2.6,2.6
24,500,500,500,500,347,153,143,357,490,510,475,525,5.0,5.0,5.0
25,500,500,500,500,362,138,141,359,503,497,508,492,1.6,1.6,1.6
26,500,500,500,500,345,155,150,350,495,505,488,512,2.4,2.4,2.4
27,500,500,500,500,354,146,138,362,492,508,480,520,4.0,4.0,4.0
28,500,500,500,500,362,138,137,363,499,501,498,502,0.4,0.4,0.4
29,500,500,500,500,351,149,152,348,503,497,508,492,1.6,1.6,1.6
30,500,500,500,500,367,133,130,370,497,503,493,507,1.4,1.4,1.4
31,500,500,500,500,364,136,142,358,506,494,515,485,3.0,3.0,3.0
32,500,500,500,500,344,156,155,345,499,501,498,502,0.4,0.4,0.4
33,500,500,500,500,342,158,149,351,491,509,478,522,4.4,4.4,4.4
34,500,500,500,500,353,147,141,359,494,506,485,515,3.0,3.0,3.0
35,500,500,500,500,356,144,161,339,517,483,542,457,8.4,8.6,8.6
36,500,500,500,500,351,149,149,351,500,500,500,500,0.0,0.0,0.0
37,500,500,500,500,347,153,167,333,514,486,535,465,7.0,7.0,7.0
38,500,500,500,500,373,127,138,362,511,489,528,472,5.6,5.6,5.6
39,500,500,500,500,351,149,141,359,492,508,480,520,4.0,4.0,4.0
40,500,500,500,500,364,136,141,359,505,495,512,487,2.4,2.6,2.6
41,500,500,500,500,350,150,156,344,506,494,515,485,3.0,3.0,3.0
42,500,500,500,500,351,149,150,350,501,499,503,497,0.6,0.6,0.6
43,500,500,500,500,360,140,171,329,531,469,578,422,15.6,15.6,15.6
44,500,500,500,500,348,152,151,349,499,501,498,502,0.4,0.4,0.4
45,500,500,500,500,347,153,171,329,518,482,545,455,9.0,9.0,9.0
46,500,500,500,500,347,153,146,354,493,507,483,517,3.4,3.4,3.4
47,500,500,500,500,342,158,171,329,513,487,532,467,6.4,6.6,6.6
48,500,500,500,500,338,162,150,350,488,512,470,530,6.0,6.0,6.0
49,500,500,500,500,352,148,129,371,481,519,453,547,9.4,9.4,9.4
50,500,500,500,500,348,152,154,346,502,498,505,495,1.0,1.0,1.0
51,500,500,500,500,346,154,145,355,491,509,478,522,4.4,4.4,4.4
52,500,500,500,500,359,141,155,345,514,486,535,465,7.0,7.0,7.0
53,500,500,500,500,348,152,144,356,492,508,480,520,4.0,4.0,4.0
54,500,500,500,500,338,162,149,351,487,513,468,532,6.4,6.4,6.4
55,500,500,500,500,340,160,159,341,499,501,498,502,0.4,0.4,0.4
56,500,500,500,500,347,153,141,359,488,512,470,530,6.0,6.0,6.0
57,500,500,500,500,354,146,145,355,499,501,498,502,0.4,0.4,0.4
58,500,500,500,500,344,156,160,340,504,496,510,490,2.0,2.0,2.0
59,500,500,500,500,340,160,154,346,494,506,485,515,3.0,3.0,3.0
60,500,500,500,500,370,130,144,356,514,486,535,465,7.0,7.0,7.0
61,500,500,500,500,344,156,160,340,504,496,510,490,2.0,2.0,2.0
62,500,500,500,500,338,162,159,341,497,503,493,507,1.4,1.4,1.4
63,500,500,500,500,337,163,149,351,486,514,465,535,7.0,7.0,7.0
